user_id,month,year,country,distance
45611,12,2014,Brasil,206
46355,2,2015,Brasil,212
50558,8,2015,Brasil,492
50669,12,2014,Brasil,228
50817,3,2015,Brasil,118
50834,12,2014,Brasil,330
50881,12,2014,Brasil,345
50885,12,2014,Brasil,214
50914,3,2015,Brasil,339
50933,1,2015,Brasil,444
50952,2,2015,Brasil,330
51034,4,2015,Brasil,330
51246,3,2015,Brasil,436
51284,1,2015,Brasil,222
51332,7,2015,Brasil,369
51651,2,2015,Brasil,244
51741,12,2014,Brasil,428
51742,3,2015,Brasil,228
51780,2,2015,Brasil,118
51874,4,2015,Brasil,321
52052,1,2015,Brasil,228
52090,12,2014,Brasil,222
52100,6,2015,Brasil,348
52213,5,2015,Brasil,109
52297,12,2014,Brasil,102
52520,1,2015,Brasil,222
52686,3,2015,Brasil,267
52694,9,2015,Brasil,111
52721,3,2015,Brasil,108
52916,3,2015,Brasil,27
53007,2,2015,Brasil,240
53015,5,2015,Brasil,464
53032,2,2015,Brasil,218
53061,2,2015,Brasil,242
53091,3,2015,Brasil,327
53161,1,2015,Brasil,440
53173,7,2015,Brasil,348
53221,12,2014,Brasil,204
53370,5,2015,Brasil,339
53374,8,2015,Brasil,220
53426,12,2014,Brasil,354
53465,2,2015,Brasil,218
53486,1,2015,Brasil,222
53500,12,2014,Brasil,226
53607,3,2015,Brasil,110
53700,12,2014,Brasil,107
53758,4,2015,Brasil,216
53791,2,2015,Brasil,106
53810,3,2015,Brasil,282
53930,3,2015,Brasil,230
54133,1,2015,Brasil,330
54162,12,2014,Brasil,327
54229,12,2014,Brasil,354
54292,12,2014,Brasil,236
54370,12,2014,Brasil,4
54382,3,2015,Brasil,436
54389,12,2014,Brasil,327
54494,2,2015,Brasil,416
54711,1,2015,Brasil,228
54743,12,2014,Brasil,106
54785,3,2015,Brasil,214
54836,12,2014,Brasil,230
54883,12,2014,Brasil,565
54901,5,2015,Brasil,109
54987,1,2015,Brasil,351
55072,4,2015,Brasil,448
55075,9,2015,Brasil,696
55172,5,2015,Brasil,230
55225,1,2015,Brasil,339
55274,2,2015,Brasil,428
55340,4,2015,Brasil,110
55346,8,2015,Brasil,236
55476,3,2015,Brasil,324
55487,5,2015,Brasil,525
55514,9,2015,Brasil,342
55558,2,2015,Brasil,432
55591,8,2015,Brasil,472
55659,3,2015,Brasil,339
55751,5,2015,Brasil,348
55840,2,2015,Brasil,749
55879,4,2015,Brasil,114
56128,4,2015,Brasil,460
56165,6,2015,Brasil,24
56170,2,2015,Brasil,98
56225,2,2015,Brasil,351
56280,3,2015,Brasil,348
56285,1,2015,Brasil,222
56384,12,2014,Brasil,291
56726,8,2015,Brasil,357
56808,12,2014,Brasil,236
56916,2,2015,Brasil,226
56935,12,2014,Brasil,218
57099,6,2015,Brasil,672
57132,5,2015,Brasil,112
57240,12,2014,Brasil,318
57322,5,2015,Brasil,560
57351,12,2014,Brasil,936
57370,3,2015,Brasil,315
57421,3,2015,Brasil,107
57453,5,2015,Brasil,222
57638,12,2014,Brasil,234
57766,12,2014,Brasil,291
57797,12,2014,Brasil,460
57878,2,2015,Brasil,342
57939,12,2014,Brasil,339
58008,1,2015,Brasil,324
58030,3,2015,Brasil,107
58099,12,2014,Brasil,230
58160,12,2014,Brasil,94
58267,1,2015,Brasil,436
58410,1,2015,Brasil,363
58414,9,2015,Brasil,315
58468,12,2014,Brasil,87
58514,12,2014,Brasil,109
58598,12,2014,Brasil,118
58705,12,2014,Brasil,214
58833,2,2015,Brasil,117
59112,3,2015,Brasil,226
59231,2,2015,Brasil,366
59351,4,2015,Brasil,244
59424,2,2015,Brasil,118
59432,8,2015,Brasil,115
59435,7,2015,Brasil,336
59459,6,2015,Brasil,230
59535,9,2015,Brasil,464
59601,9,2015,Brasil,357
59646,3,2015,Brasil,342
59799,9,2015,Brasil,232
59957,3,2015,Brasil,345
59990,3,2015,Brasil,321
60067,7,2015,Brasil,115
60079,1,2015,Brasil,327
60087,2,2015,Brasil,880
60126,3,2015,Brasil,232
60134,3,2015,Brasil,279
60286,12,2014,Brasil,416
60350,12,2014,Brasil,116
60399,1,2015,Brasil,420
60482,2,2015,Brasil,276
60506,1,2015,Brasil,444
60543,12,2014,Brasil,339
60575,3,2015,Brasil,424
60579,12,2014,Brasil,690
60584,1,2015,Brasil,339
60626,8,2015,Brasil,226
60889,12,2014,Brasil,106
60899,4,2015,Brasil,339
61177,9,2015,Brasil,472
61191,1,2015,Brasil,440
61324,3,2015,Brasil,212
61348,12,2014,Brasil,600
61589,12,2014,Brasil,324
61853,1,2015,Brasil,288
62018,1,2015,Brasil,330
62066,12,2014,Brasil,444
62112,2,2015,Brasil,107
62124,3,2015,Brasil,188
62170,2,2015,Brasil,339
62378,2,2015,Brasil,312
62500,1,2015,Brasil,357
62510,12,2014,Brasil,444
62528,1,2015,Brasil,228
62536,1,2015,Brasil,330
62801,1,2015,Brasil,369
62842,12,2014,Brasil,351
62909,3,2015,Brasil,1540
63142,1,2015,Brasil,368
63201,1,2015,Brasil,354
63245,2,2015,Brasil,1976
63381,5,2015,Brasil,236
63389,5,2015,Brasil,702
63489,3,2015,Brasil,111
63509,1,2015,Brasil,345
63606,7,2015,Brasil,432
63687,12,2014,Brasil,342
63980,8,2015,Brasil,436
64217,5,2015,Brasil,273
64418,12,2014,Brasil,220
64436,2,2015,Brasil,856
64497,3,2015,Brasil,312
64514,3,2015,Brasil,315
64560,5,2015,Brasil,336
64643,1,2015,Brasil,416
64734,9,2015,Brasil,226
64795,7,2015,Brasil,122
64915,5,2015,Brasil,336
65096,12,2014,Brasil,448
65104,1,2015,Brasil,312
65217,4,2015,Brasil,376
65434,1,2015,Brasil,111
65448,3,2015,Brasil,309
65451,3,2015,Brasil,330
65629,4,2015,Brasil,330
65727,9,2015,Brasil,354
65791,12,2014,Brasil,240
65827,9,2015,Brasil,928
66281,12,2014,Brasil,324
66320,9,2015,Brasil,99
66445,1,2015,Brasil,282
66689,1,2015,Brasil,216
66786,2,2015,Brasil,363
66890,3,2015,Brasil,110
67062,3,2015,Brasil,3503
67217,8,2015,Brasil,472
67231,2,2015,Brasil,27
67247,3,2015,Brasil,333
67590,8,2015,Brasil,99
67845,12,2014,Brasil,103
67889,8,2015,Brasil,224
67946,3,2015,Brasil,327
68046,2,2015,Brasil,232
68203,7,2015,Brasil,116
68271,3,2015,Brasil,212
68534,9,2015,Brasil,348
68554,7,2015,Brasil,336
68556,1,2015,Brasil,111
68674,5,2015,Brasil,333
68853,3,2015,Brasil,324
68921,2,2015,Brasil,357
69025,1,2015,Brasil,226
69040,4,2015,Brasil,363
69106,1,2015,Brasil,324
69117,4,2015,Brasil,354
69185,4,2015,Brasil,330
69565,1,2015,Brasil,330
69850,12,2014,Brasil,752
69942,2,2015,Brasil,117
69943,8,2015,Brasil,354
69963,3,2015,Brasil,321
69964,4,2015,Brasil,94
69969,12,2014,Brasil,333
70032,2,2015,Brasil,339
70111,12,2014,Brasil,376
70168,8,2015,Brasil,396
70289,2,2015,Brasil,285
70361,2,2015,Brasil,436
70402,3,2015,Brasil,354
70424,12,2014,Brasil,102
70466,2,2015,Brasil,324
70644,1,2015,Brasil,226
70667,12,2014,Brasil,110
70692,8,2015,Brasil,448
70762,12,2014,Brasil,112
70796,2,2015,Brasil,351
70840,4,2015,Brasil,330
70906,12,2014,Brasil,218
71044,1,2015,Brasil,348
71103,8,2015,Brasil,580
71220,12,2014,Brasil,1287
71237,2,2015,Brasil,220
71329,3,2015,Brasil,428
71366,2,2015,Brasil,106
71559,2,2015,Brasil,464
71588,12,2014,Brasil,1
71639,12,2014,Brasil,436
71774,6,2015,Brasil,336
71778,3,2015,Brasil,444
71821,1,2015,Brasil,330
71978,2,2015,Brasil,113
71999,2,2015,Brasil,1320
72060,12,2014,Brasil,666
72151,1,2015,Brasil,220
72152,4,2015,Brasil,288
72196,3,2015,Brasil,336
72310,6,2015,Brasil,226
72314,4,2015,Brasil,452
72318,12,2014,Brasil,333
72382,6,2015,Brasil,476
72447,9,2015,Brasil,118
72511,3,2015,Brasil,1554
72675,4,2015,Brasil,202
72706,5,2015,Brasil,336
72715,12,2014,Brasil,96
72963,2,2015,Brasil,530
72980,1,2015,Brasil,115
72982,12,2014,Brasil,94
73015,1,2015,Brasil,345
73121,8,2015,Brasil,330
73337,5,2015,Brasil,117
73432,1,2015,Brasil,472
73522,12,2014,Brasil,107
73628,3,2015,Brasil,1232
73712,1,2015,Brasil,234
73777,8,2015,Brasil,112
73803,2,2015,Brasil,357
73948,9,2015,Brasil,336
73981,7,2015,Brasil,224
74085,1,2015,Brasil,585
74144,12,2014,Brasil,351
74229,8,2015,Brasil,432
74372,1,2015,Brasil,236
74444,4,2015,Brasil,327
74536,12,2014,Brasil,428
74574,12,2014,Brasil,444
74718,12,2014,Brasil,111
74745,12,2014,Brasil,182
74764,12,2014,Brasil,339
74828,12,2014,Brasil,315
74895,12,2014,Brasil,666
74977,3,2015,Brasil,224
74999,8,2015,Brasil,230
75081,12,2014,Brasil,112
75124,9,2015,Brasil,115
75192,3,2015,Brasil,324
75208,12,2014,Brasil,575
75406,2,2015,Brasil,105
75433,12,2014,Brasil,339
75483,12,2014,Brasil,436
75485,12,2014,Brasil,186
75500,4,2015,Brasil,224
75544,12,2014,Brasil,222
75554,12,2014,Brasil,312
75617,12,2014,Brasil,123
75635,12,2014,Brasil,32
75744,12,2014,Brasil,224
75771,12,2014,Brasil,351
75776,12,2014,Brasil,95
75901,9,2015,Brasil,448
75927,2,2015,Brasil,363
76084,1,2015,Brasil,333
76206,6,2015,Brasil,224
76216,9,2015,Brasil,420
76224,12,2014,Brasil,312
76244,1,2015,Brasil,384
76309,1,2015,Brasil,114
76313,2,2015,Brasil,226
76349,2,2015,Brasil,276
76380,1,2015,Brasil,116
76514,2,2015,Brasil,115
76516,12,2014,Brasil,468
76522,8,2015,Brasil,615
76549,12,2014,Brasil,220
76575,12,2014,Brasil,428
76578,12,2014,Brasil,456
76643,12,2014,Brasil,234
76659,9,2015,Brasil,115
76683,2,2015,Brasil,230
76723,6,2015,Brasil,396
76735,12,2014,Brasil,26
76963,9,2015,Brasil,222
77009,1,2015,Brasil,444
77033,12,2014,Brasil,321
77058,1,2015,Brasil,198
77203,8,2015,Brasil,345
77309,7,2015,Brasil,116
77329,2,2015,Brasil,90
77423,6,2015,Brasil,345
78546,1,2015,Brasil,226
78681,12,2014,Brasil,196
78710,1,2015,Brasil,110
79148,3,2015,Brasil,119
79179,1,2015,Brasil,111
79540,7,2015,Brasil,460
79553,2,2015,Brasil,282
79978,12,2014,Brasil,351
80056,7,2015,Brasil,96
80172,12,2014,Brasil,452
80280,12,2014,Brasil,432
80421,12,2014,Brasil,222
80428,8,2015,Brasil,112
80537,6,2015,Brasil,230
80605,8,2015,Brasil,123
80918,4,2015,Brasil,222
81206,12,2014,Brasil,550
81253,4,2015,Brasil,330
81267,12,2014,Brasil,330
81402,12,2014,Brasil,117
81524,7,2015,Brasil,495
81536,9,2015,Brasil,368
81588,12,2014,Brasil,270
81885,2,2015,Brasil,224
81918,2,2015,Brasil,100
82042,4,2015,Brasil,360
82171,8,2015,Brasil,36
82245,12,2014,Brasil,220
82248,12,2014,Brasil,440
82252,12,2014,Brasil,324
82396,9,2015,Brasil,196
