user_id,MONTH,YEAR,distance,COUNT
326765,10,2015,1296,1
326765,12,2015,1160,1
326766,10,2015,264,1
326766,11,2015,176,2
326770,10,2015,1215,1
326776,11,2015,176,2
326777,10,2015,770,2
326778,11,2015,408,1
326778,12,2015,780,2
326779,10,2015,264,1
326785,10,2015,264,1
326785,11,2015,176,2
326794,10,2015,1032,1
326795,10,2015,1072,1
326805,10,2015,592,1
326805,11,2015,222,1
326821,11,2015,264,1
326821,12,2015,781,3
326833,10,2015,470,1
326841,12,2015,108,1
326852,10,2015,1072,1
326854,10,2015,342,1
326871,10,2015,906,2
326871,11,2015,4256,5
326871,12,2015,3120,3
326876,10,2015,64,1
326876,11,2015,356,4
326885,10,2015,192,1
326903,10,2015,360,1
326905,10,2015,1072,1
326913,10,2015,192,1
326927,10,2015,77,1
326928,10,2015,35,2
326928,11,2015,222,2
326933,11,2015,612,1
326942,10,2015,419,1
326946,10,2015,938,1
326957,10,2015,278,1
326959,12,2015,238,1
326961,10,2015,712,1
326968,10,2015,306,1
326969,10,2015,938,1
326972,10,2015,712,1
326977,10,2015,1144,2
326984,12,2015,630,1
326986,10,2015,108,1
326986,11,2015,130,2
326987,12,2015,398,1
327005,11,2015,27,2
327013,10,2015,1040,2
327014,10,2015,10,1
327014,12,2015,118,3
327026,12,2015,264,1
327028,10,2015,105,1
327042,10,2015,5552,1
327042,11,2015,242,1
327046,10,2015,200,1
327046,11,2015,908,3
327046,12,2015,120,1
327051,11,2015,856,1
