,Country,Date,Reference,cohort size RR1 driver,cohort size RR2 driver,RR1 driver,RR1 driver_Ac,RR2 driver,RR2 driver_Ac,cohort size RR1 pax,cohort size  RR2 pax,RR1 pax,RR1 pax_Ac,RR2 pax,RR2 pax_Ac
437,Malaysia + Singapore,Apr/2015,5_month,322.0,61373.0,14.0,226.0,21606.0,204835.0,1048.0,39486.0,64.0,749.0,13483.0,178375.0
438,Malaysia + Singapore,Apr/2015,6_month,322.0,61373.0,26.0,226.0,61142.0,265977.0,1048.0,39486.0,196.0,775.0,60697.0,239072.0
439,Malaysia + Singapore,Apr/2015,7_to_12_month,322.0,61373.0,27.0,227.0,81663.0,347640.0,1048.0,39486.0,197.0,782.0,89524.0,328596.0
440,Malaysia + Singapore,May/2015,same_month,477.0,92778.0,142.0,142.0,56800.0,56800.0,1159.0,55943.0,918.0,918.0,114585.0,114585.0
441,Malaysia + Singapore,May/2015,1_month,477.0,92778.0,35.0,151.0,29142.0,85942.0,1159.0,55943.0,79.0,932.0,18472.0,133057.0
442,Malaysia + Singapore,May/2015,2_month,477.0,92778.0,13.0,155.0,17499.0,103441.0,1159.0,55943.0,19.0,932.0,2137.0,135194.0
443,Malaysia + Singapore,May/2015,3_month,477.0,92778.0,16.0,160.0,17565.0,121006.0,1159.0,55943.0,23.0,935.0,4231.0,139425.0
444,Malaysia + Singapore,May/2015,4_month,477.0,92778.0,25.0,170.0,15422.0,136428.0,1159.0,55943.0,46.0,939.0,5181.0,144606.0
445,Malaysia + Singapore,May/2015,5_month,477.0,92778.0,17.0,172.0,23484.0,159912.0,1159.0,55943.0,57.0,946.0,11172.0,155778.0
446,Malaysia + Singapore,May/2015,6_month,477.0,92778.0,13.0,172.0,22236.0,182148.0,1159.0,55943.0,35.0,946.0,7910.0,163688.0
447,Malaysia + Singapore,May/2015,7_to_12_month,477.0,92778.0,8.0,172.0,19473.0,201621.0,1159.0,55943.0,29.0,947.0,7356.0,171044.0
448,Malaysia + Singapore,Jun/2015,same_month,523.0,238554.0,63.0,63.0,22397.0,22397.0,1616.0,126131.0,1443.0,1443.0,245055.0,245055.0
449,Malaysia + Singapore,Jun/2015,1_month,523.0,238554.0,8.0,67.0,2261.0,24658.0,1616.0,126131.0,50.0,1449.0,7355.0,252410.0
450,Malaysia + Singapore,Jun/2015,2_month,523.0,238554.0,6.0,68.0,2219.0,26877.0,1616.0,126131.0,25.0,1451.0,3724.0,256134.0
451,Malaysia + Singapore,Jun/2015,3_month,523.0,238554.0,5.0,70.0,2160.0,29037.0,1616.0,126131.0,15.0,1451.0,2736.0,258870.0
452,Malaysia + Singapore,Jun/2015,4_month,523.0,238554.0,5.0,71.0,3853.0,32890.0,1616.0,126131.0,27.0,1454.0,5465.0,264335.0
453,Malaysia + Singapore,Jun/2015,5_month,523.0,238554.0,2.0,71.0,3278.0,36168.0,1616.0,126131.0,22.0,1454.0,5443.0,269778.0
454,Malaysia + Singapore,Jun/2015,6_month,523.0,238554.0,4.0,72.0,2985.0,39153.0,1616.0,126131.0,19.0,1454.0,3428.0,273206.0
455,Malaysia + Singapore,Jun/2015,7_to_12_month,523.0,238554.0,0.0,0.0,0.0,0.0,1616.0,126131.0,0.0,0.0,0.0,0.0
456,Malaysia + Singapore,Jul/2015,same_month,324.0,201535.0,21.0,21.0,14072.0,14072.0,1194.0,106911.0,1148.0,1148.0,209768.0,209768.0
457,Malaysia + Singapore,Jul/2015,1_month,324.0,201535.0,3.0,23.0,1022.0,15094.0,1194.0,106911.0,33.0,1151.0,5894.0,215662.0
458,Malaysia + Singapore,Jul/2015,2_month,324.0,201535.0,2.0,25.0,1199.0,16293.0,1194.0,106911.0,13.0,1154.0,1993.0,217655.0
459,Malaysia + Singapore,Jul/2015,3_month,324.0,201535.0,4.0,27.0,1095.0,17388.0,1194.0,106911.0,15.0,1155.0,3563.0,221218.0
460,Malaysia + Singapore,Jul/2015,4_month,324.0,201535.0,3.0,28.0,371.0,17759.0,1194.0,106911.0,21.0,1156.0,5293.0,226511.0
461,Malaysia + Singapore,Jul/2015,5_month,324.0,201535.0,3.0,29.0,3010.0,20769.0,1194.0,106911.0,9.0,1157.0,2118.0,228629.0
462,Malaysia + Singapore,Jul/2015,6_month,324.0,201535.0,0.0,0.0,0.0,0.0,1194.0,106911.0,0.0,0.0,0.0,0.0
463,Malaysia + Singapore,Jul/2015,7_to_12_month,324.0,201535.0,0.0,0.0,0.0,0.0,1194.0,106911.0,0.0,0.0,0.0,0.0
464,Malaysia + Singapore,Aug/2015,same_month,311.0,110138.0,41.0,41.0,21535.0,21535.0,910.0,61229.0,829.0,829.0,111525.0,111525.0
465,Malaysia + Singapore,Aug/2015,1_month,311.0,110138.0,23.0,54.0,7491.0,29026.0,910.0,61229.0,47.0,844.0,4342.0,115867.0
466,Malaysia + Singapore,Aug/2015,2_month,311.0,110138.0,16.0,57.0,8199.0,37225.0,910.0,61229.0,60.0,846.0,11468.0,127335.0
467,Malaysia + Singapore,Aug/2015,3_month,311.0,110138.0,12.0,57.0,7367.0,44592.0,910.0,61229.0,43.0,849.0,14524.0,141859.0
468,Malaysia + Singapore,Aug/2015,4_month,311.0,110138.0,15.0,59.0,10572.0,55164.0,910.0,61229.0,32.0,851.0,10557.0,152416.0
469,Malaysia + Singapore,Aug/2015,5_month,311.0,110138.0,0.0,0.0,0.0,0.0,910.0,61229.0,0.0,0.0,0.0,0.0
470,Malaysia + Singapore,Aug/2015,6_month,311.0,110138.0,0.0,0.0,0.0,0.0,910.0,61229.0,0.0,0.0,0.0,0.0
471,Malaysia + Singapore,Aug/2015,7_to_12_month,311.0,110138.0,0.0,0.0,0.0,0.0,910.0,61229.0,0.0,0.0,0.0,0.0
472,Malaysia + Singapore,Sep/2015,same_month,660.0,181980.0,95.0,95.0,44482.0,44482.0,1667.0,120784.0,1408.0,1408.0,195714.0,195714.0
473,Malaysia + Singapore,Sep/2015,1_month,660.0,181980.0,18.0,106.0,14005.0,58487.0,1667.0,120784.0,52.0,1417.0,14518.0,210232.0
474,Malaysia + Singapore,Sep/2015,2_month,660.0,181980.0,7.0,108.0,9789.0,68276.0,1667.0,120784.0,28.0,1419.0,7660.0,217892.0
475,Malaysia + Singapore,Sep/2015,3_month,660.0,181980.0,13.0,114.0,15571.0,83847.0,1667.0,120784.0,35.0,1424.0,8504.0,226396.0
476,Malaysia + Singapore,Sep/2015,4_month,660.0,181980.0,0.0,0.0,0.0,0.0,1667.0,120784.0,0.0,0.0,0.0,0.0
477,Malaysia + Singapore,Sep/2015,5_month,660.0,181980.0,0.0,0.0,0.0,0.0,1667.0,120784.0,0.0,0.0,0.0,0.0
478,Malaysia + Singapore,Sep/2015,6_month,660.0,181980.0,0.0,0.0,0.0,0.0,1667.0,120784.0,0.0,0.0,0.0,0.0
479,Malaysia + Singapore,Sep/2015,7_to_12_month,660.0,181980.0,0.0,0.0,0.0,0.0,1667.0,120784.0,0.0,0.0,0.0,0.0
480,Malaysia + Singapore,Oct/2015,same_month,473.0,71058.0,90.0,90.0,80334.0,80334.0,1346.0,45072.0,1176.0,1176.0,79479.0,79479.0
481,Malaysia + Singapore,Oct/2015,1_month,473.0,71058.0,56.0,106.0,85979.0,166313.0,1346.0,45072.0,134.0,1195.0,40237.0,119716.0
482,Malaysia + Singapore,Oct/2015,2_month,473.0,71058.0,41.0,112.0,53208.0,219521.0,1346.0,45072.0,108.0,1205.0,28131.0,147847.0
483,Malaysia + Singapore,Oct/2015,3_month,473.0,71058.0,0.0,0.0,0.0,0.0,1346.0,45072.0,0.0,0.0,0.0,0.0
484,Malaysia + Singapore,Oct/2015,4_month,473.0,71058.0,0.0,0.0,0.0,0.0,1346.0,45072.0,0.0,0.0,0.0,0.0
485,Malaysia + Singapore,Oct/2015,5_month,473.0,71058.0,0.0,0.0,0.0,0.0,1346.0,45072.0,0.0,0.0,0.0,0.0
486,Malaysia + Singapore,Oct/2015,6_month,473.0,71058.0,0.0,0.0,0.0,0.0,1346.0,45072.0,0.0,0.0,0.0,0.0
487,Malaysia + Singapore,Oct/2015,7_to_12_month,473.0,71058.0,0.0,0.0,0.0,0.0,1346.0,45072.0,0.0,0.0,0.0,0.0
488,Malaysia + Singapore,Nov/2015,same_month,368.0,79405.0,41.0,41.0,31406.0,31406.0,1086.0,61454.0,938.0,938.0,84578.0,84578.0
489,Malaysia + Singapore,Nov/2015,1_month,368.0,79405.0,34.0,58.0,20913.0,52319.0,1086.0,61454.0,95.0,956.0,38956.0,123534.0
490,Malaysia + Singapore,Nov/2015,2_month,368.0,79405.0,0.0,0.0,0.0,0.0,1086.0,61454.0,0.0,0.0,0.0,0.0
491,Malaysia + Singapore,Nov/2015,3_month,368.0,79405.0,0.0,0.0,0.0,0.0,1086.0,61454.0,0.0,0.0,0.0,0.0
492,Malaysia + Singapore,Nov/2015,4_month,368.0,79405.0,0.0,0.0,0.0,0.0,1086.0,61454.0,0.0,0.0,0.0,0.0
493,Malaysia + Singapore,Nov/2015,5_month,368.0,79405.0,0.0,0.0,0.0,0.0,1086.0,61454.0,0.0,0.0,0.0,0.0
494,Malaysia + Singapore,Nov/2015,6_month,368.0,79405.0,0.0,0.0,0.0,0.0,1086.0,61454.0,0.0,0.0,0.0,0.0
495,Malaysia + Singapore,Nov/2015,7_to_12_month,368.0,79405.0,0.0,0.0,0.0,0.0,1086.0,61454.0,0.0,0.0,0.0,0.0
496,Malaysia + Singapore,Dec/2015,same_month,196.0,61956.0,41.0,41.0,28810.0,28810.0,533.0,53495.0,424.0,424.0,59880.0,59880.0
497,Malaysia + Singapore,Dec/2015,1_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
498,Malaysia + Singapore,Dec/2015,2_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
499,Malaysia + Singapore,Dec/2015,3_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
500,Malaysia + Singapore,Dec/2015,4_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
501,Malaysia + Singapore,Dec/2015,5_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
502,Malaysia + Singapore,Dec/2015,6_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
503,Malaysia + Singapore,Dec/2015,7_to_12_month,196.0,61956.0,0.0,0.0,0.0,0.0,533.0,53495.0,0.0,0.0,0.0,0.0
504,Mexico,Apr/2015,same_month,41.0,10981.0,11.0,11.0,9734.0,9734.0,69.0,8041.0,35.0,35.0,8692.0,8692.0
505,Mexico,Apr/2015,1_month,41.0,10981.0,3.0,11.0,6383.0,16117.0,69.0,8041.0,23.0,41.0,6869.0,15561.0
506,Mexico,Apr/2015,2_month,41.0,10981.0,3.0,11.0,135.0,16252.0,69.0,8041.0,11.0,44.0,925.0,16486.0
507,Mexico,Apr/2015,3_month,41.0,10981.0,2.0,11.0,389.0,16641.0,69.0,8041.0,6.0,44.0,1261.0,17747.0
508,Mexico,Apr/2015,4_month,41.0,10981.0,0.0,11.0,0.0,16641.0,69.0,8041.0,3.0,44.0,932.0,18679.0
509,Mexico,Apr/2015,5_month,41.0,10981.0,0.0,11.0,0.0,16641.0,69.0,8041.0,2.0,44.0,724.0,19403.0
510,Mexico,Apr/2015,6_month,41.0,10981.0,1.0,11.0,72.0,16713.0,69.0,8041.0,2.0,44.0,1083.0,20486.0
511,Mexico,Apr/2015,7_to_12_month,41.0,10981.0,0.0,11.0,0.0,16713.0,69.0,8041.0,2.0,44.0,1790.0,22276.0
512,Mexico,May/2015,same_month,44.0,46321.0,21.0,21.0,22845.0,22845.0,77.0,8739.0,55.0,55.0,71639.0,71639.0
513,Mexico,May/2015,1_month,44.0,46321.0,12.0,25.0,33784.0,56629.0,77.0,8739.0,24.0,57.0,26762.0,98401.0
514,Mexico,May/2015,2_month,44.0,46321.0,8.0,26.0,1945.0,58574.0,77.0,8739.0,16.0,58.0,14823.0,113224.0
515,Mexico,May/2015,3_month,44.0,46321.0,9.0,26.0,20311.0,78885.0,77.0,8739.0,12.0,59.0,12590.0,125814.0
516,Mexico,May/2015,4_month,44.0,46321.0,6.0,26.0,13943.0,92828.0,77.0,8739.0,9.0,60.0,17638.0,143452.0
517,Mexico,May/2015,5_month,44.0,46321.0,7.0,26.0,17671.0,110499.0,77.0,8739.0,8.0,60.0,14590.0,158042.0
518,Mexico,May/2015,6_month,44.0,46321.0,2.0,26.0,8524.0,119023.0,77.0,8739.0,9.0,61.0,17137.0,175179.0
519,Mexico,May/2015,7_to_12_month,44.0,46321.0,3.0,26.0,6238.0,125261.0,77.0,8739.0,8.0,61.0,13874.0,189053.0
520,Mexico,Jun/2015,same_month,36.0,12728.0,3.0,3.0,4874.0,4874.0,69.0,4066.0,41.0,41.0,29874.0,29874.0
521,Mexico,Jun/2015,1_month,36.0,12728.0,6.0,7.0,26570.0,31444.0,69.0,4066.0,19.0,47.0,10220.0,40094.0
522,Mexico,Jun/2015,2_month,36.0,12728.0,3.0,7.0,7149.0,38593.0,69.0,4066.0,16.0,47.0,16996.0,57090.0
523,Mexico,Jun/2015,3_month,36.0,12728.0,3.0,8.0,4665.0,43258.0,69.0,4066.0,13.0,47.0,27571.0,84661.0
524,Mexico,Jun/2015,4_month,36.0,12728.0,4.0,8.0,28562.0,71820.0,69.0,4066.0,11.0,47.0,20240.0,104901.0
525,Mexico,Jun/2015,5_month,36.0,12728.0,2.0,8.0,7716.0,79536.0,69.0,4066.0,11.0,47.0,21587.0,126488.0
526,Mexico,Jun/2015,6_month,36.0,12728.0,4.0,8.0,6929.0,86465.0,69.0,4066.0,12.0,47.0,17049.0,143537.0
527,Mexico,Jun/2015,7_to_12_month,36.0,12728.0,0.0,0.0,0.0,0.0,69.0,4066.0,0.0,0.0,0.0,0.0
528,Mexico,Jul/2015,same_month,52.0,31301.0,4.0,4.0,27754.0,27754.0,106.0,4733.0,71.0,71.0,10348.0,10348.0
529,Mexico,Jul/2015,1_month,52.0,31301.0,17.0,20.0,7472.0,35226.0,106.0,4733.0,50.0,77.0,18545.0,28893.0
530,Mexico,Jul/2015,2_month,52.0,31301.0,17.0,22.0,52270.0,87496.0,106.0,4733.0,38.0,78.0,16816.0,45709.0
531,Mexico,Jul/2015,3_month,52.0,31301.0,10.0,22.0,18811.0,106307.0,106.0,4733.0,26.0,78.0,21092.0,66801.0
532,Mexico,Jul/2015,4_month,52.0,31301.0,7.0,22.0,24689.0,130996.0,106.0,4733.0,22.0,78.0,17968.0,84769.0
533,Mexico,Jul/2015,5_month,52.0,31301.0,5.0,22.0,5210.0,136206.0,106.0,4733.0,19.0,78.0,16224.0,100993.0
534,Mexico,Jul/2015,6_month,52.0,31301.0,0.0,0.0,0.0,0.0,106.0,4733.0,0.0,0.0,0.0,0.0
535,Mexico,Jul/2015,7_to_12_month,52.0,31301.0,0.0,0.0,0.0,0.0,106.0,4733.0,0.0,0.0,0.0,0.0
536,Mexico,Aug/2015,same_month,99.0,54041.0,38.0,38.0,60048.0,60048.0,208.0,10619.0,135.0,135.0,75328.0,75328.0
537,Mexico,Aug/2015,1_month,99.0,54041.0,28.0,50.0,30192.0,90240.0,208.0,10619.0,78.0,147.0,52800.0,128128.0
538,Mexico,Aug/2015,2_month,99.0,54041.0,20.0,52.0,59671.0,149911.0,208.0,10619.0,60.0,150.0,55159.0,183287.0
539,Mexico,Aug/2015,3_month,99.0,54041.0,17.0,53.0,51552.0,201463.0,208.0,10619.0,50.0,150.0,57950.0,241237.0
540,Mexico,Aug/2015,4_month,99.0,54041.0,13.0,54.0,31198.0,232661.0,208.0,10619.0,42.0,150.0,43324.0,284561.0
541,Mexico,Aug/2015,5_month,99.0,54041.0,0.0,0.0,0.0,0.0,208.0,10619.0,0.0,0.0,0.0,0.0
542,Mexico,Aug/2015,6_month,99.0,54041.0,0.0,0.0,0.0,0.0,208.0,10619.0,0.0,0.0,0.0,0.0
543,Mexico,Aug/2015,7_to_12_month,99.0,54041.0,0.0,0.0,0.0,0.0,208.0,10619.0,0.0,0.0,0.0,0.0
544,Mexico,Sep/2015,same_month,57.0,46070.0,22.0,22.0,82049.0,82049.0,150.0,13907.0,91.0,91.0,32564.0,32564.0
545,Mexico,Sep/2015,1_month,57.0,46070.0,12.0,25.0,14653.0,96702.0,150.0,13907.0,55.0,100.0,44116.0,76680.0
546,Mexico,Sep/2015,2_month,57.0,46070.0,9.0,27.0,24087.0,120789.0,150.0,13907.0,44.0,104.0,30381.0,107061.0
547,Mexico,Sep/2015,3_month,57.0,46070.0,7.0,28.0,8636.0,129425.0,150.0,13907.0,32.0,104.0,18615.0,125676.0
548,Mexico,Sep/2015,4_month,57.0,46070.0,0.0,0.0,0.0,0.0,150.0,13907.0,0.0,0.0,0.0,0.0
549,Mexico,Sep/2015,5_month,57.0,46070.0,0.0,0.0,0.0,0.0,150.0,13907.0,0.0,0.0,0.0,0.0
550,Mexico,Sep/2015,6_month,57.0,46070.0,0.0,0.0,0.0,0.0,150.0,13907.0,0.0,0.0,0.0,0.0
551,Mexico,Sep/2015,7_to_12_month,57.0,46070.0,0.0,0.0,0.0,0.0,150.0,13907.0,0.0,0.0,0.0,0.0
552,Mexico,Oct/2015,same_month,66.0,44820.0,22.0,22.0,15810.0,15810.0,216.0,23287.0,153.0,153.0,93837.0,93837.0
553,Mexico,Oct/2015,1_month,66.0,44820.0,23.0,32.0,58346.0,74156.0,216.0,23287.0,87.0,160.0,74694.0,168531.0
554,Mexico,Oct/2015,2_month,66.0,44820.0,17.0,35.0,52595.0,126751.0,216.0,23287.0,54.0,163.0,57965.0,226496.0
555,Mexico,Oct/2015,3_month,66.0,44820.0,0.0,0.0,0.0,0.0,216.0,23287.0,0.0,0.0,0.0,0.0
556,Mexico,Oct/2015,4_month,66.0,44820.0,0.0,0.0,0.0,0.0,216.0,23287.0,0.0,0.0,0.0,0.0
557,Mexico,Oct/2015,5_month,66.0,44820.0,0.0,0.0,0.0,0.0,216.0,23287.0,0.0,0.0,0.0,0.0
558,Mexico,Oct/2015,6_month,66.0,44820.0,0.0,0.0,0.0,0.0,216.0,23287.0,0.0,0.0,0.0,0.0
559,Mexico,Oct/2015,7_to_12_month,66.0,44820.0,0.0,0.0,0.0,0.0,216.0,23287.0,0.0,0.0,0.0,0.0
560,Mexico,Nov/2015,same_month,72.0,43000.0,23.0,23.0,44801.0,44801.0,254.0,33249.0,163.0,163.0,83984.0,83984.0
561,Mexico,Nov/2015,1_month,72.0,43000.0,25.0,29.0,96933.0,141734.0,254.0,33249.0,108.0,176.0,103786.0,187770.0
562,Mexico,Nov/2015,2_month,72.0,43000.0,0.0,0.0,0.0,0.0,254.0,33249.0,0.0,0.0,0.0,0.0
563,Mexico,Nov/2015,3_month,72.0,43000.0,0.0,0.0,0.0,0.0,254.0,33249.0,0.0,0.0,0.0,0.0
564,Mexico,Nov/2015,4_month,72.0,43000.0,0.0,0.0,0.0,0.0,254.0,33249.0,0.0,0.0,0.0,0.0
565,Mexico,Nov/2015,5_month,72.0,43000.0,0.0,0.0,0.0,0.0,254.0,33249.0,0.0,0.0,0.0,0.0
566,Mexico,Nov/2015,6_month,72.0,43000.0,0.0,0.0,0.0,0.0,254.0,33249.0,0.0,0.0,0.0,0.0
567,Mexico,Nov/2015,7_to_12_month,72.0,43000.0,0.0,0.0,0.0,0.0,254.0,33249.0,0.0,0.0,0.0,0.0
568,Mexico,Dec/2015,same_month,70.0,33225.0,19.0,19.0,54966.0,54966.0,196.0,36560.0,108.0,108.0,99108.0,99108.0
569,Mexico,Dec/2015,1_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
570,Mexico,Dec/2015,2_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
571,Mexico,Dec/2015,3_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
572,Mexico,Dec/2015,4_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
573,Mexico,Dec/2015,5_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
574,Mexico,Dec/2015,6_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
575,Mexico,Dec/2015,7_to_12_month,70.0,33225.0,0.0,0.0,0.0,0.0,196.0,36560.0,0.0,0.0,0.0,0.0
576,Pakistan,Apr/2015,same_month,153.0,73250.0,49.0,49.0,46141.0,46141.0,236.0,17784.0,131.0,131.0,93431.0,93431.0
577,Pakistan,Apr/2015,1_month,153.0,73250.0,10.0,55.0,13152.0,59293.0,236.0,17784.0,21.0,136.0,28405.0,121836.0
578,Pakistan,Apr/2015,2_month,153.0,73250.0,6.0,59.0,10179.0,69472.0,236.0,17784.0,4.0,137.0,1613.0,123449.0
579,Pakistan,Apr/2015,3_month,153.0,73250.0,10.0,67.0,7950.0,77422.0,236.0,17784.0,12.0,143.0,5870.0,129319.0
580,Pakistan,Apr/2015,4_month,153.0,73250.0,4.0,68.0,4252.0,81674.0,236.0,17784.0,9.0,144.0,6267.0,135586.0
581,Pakistan,Apr/2015,5_month,153.0,73250.0,3.0,68.0,1362.0,83036.0,236.0,17784.0,8.0,146.0,1072.0,136658.0
582,Pakistan,Apr/2015,6_month,153.0,73250.0,2.0,68.0,2825.0,85861.0,236.0,17784.0,9.0,147.0,2900.0,139558.0
583,Pakistan,Apr/2015,7_to_12_month,153.0,73250.0,1.0,68.0,114.0,85975.0,236.0,17784.0,5.0,147.0,7575.0,147133.0
584,Pakistan,May/2015,same_month,131.0,54134.0,23.0,23.0,7764.0,7764.0,131.0,8777.0,78.0,78.0,59767.0,59767.0
585,Pakistan,May/2015,1_month,131.0,54134.0,10.0,28.0,24758.0,32522.0,131.0,8777.0,15.0,83.0,37128.0,96895.0
586,Pakistan,May/2015,2_month,131.0,54134.0,8.0,30.0,19759.0,52281.0,131.0,8777.0,11.0,84.0,28655.0,125550.0
587,Pakistan,May/2015,3_month,131.0,54134.0,4.0,31.0,3300.0,55581.0,131.0,8777.0,5.0,84.0,4720.0,130270.0
588,Pakistan,May/2015,4_month,131.0,54134.0,3.0,31.0,320.0,55901.0,131.0,8777.0,9.0,85.0,1198.0,131468.0
589,Pakistan,May/2015,5_month,131.0,54134.0,0.0,31.0,0.0,55901.0,131.0,8777.0,7.0,86.0,2873.0,134341.0
590,Pakistan,May/2015,6_month,131.0,54134.0,0.0,31.0,0.0,55901.0,131.0,8777.0,5.0,86.0,2231.0,136572.0
591,Pakistan,May/2015,7_to_12_month,131.0,54134.0,1e-06,31.0,1e-06,55901.0,131.0,8777.0,2.0,86.0,1055.0,137627.0
592,Pakistan,Jun/2015,same_month,133.0,165364.0,16.0,16.0,51112.0,51112.0,142.0,39845.0,67.0,67.0,129777.0,129777.0
593,Pakistan,Jun/2015,1_month,133.0,165364.0,16.0,27.0,24826.0,75938.0,142.0,39845.0,30.0,76.0,37063.0,166840.0
594,Pakistan,Jun/2015,2_month,133.0,165364.0,11.0,32.0,14559.0,90497.0,142.0,39845.0,21.0,83.0,18118.0,184958.0
595,Pakistan,Jun/2015,3_month,133.0,165364.0,7.0,35.0,4193.0,94690.0,142.0,39845.0,14.0,84.0,14758.0,199716.0
596,Pakistan,Jun/2015,4_month,133.0,165364.0,12.0,42.0,9520.0,104210.0,142.0,39845.0,12.0,85.0,12450.0,212166.0
597,Pakistan,Jun/2015,5_month,133.0,165364.0,5.0,43.0,9890.0,114100.0,142.0,39845.0,7.0,85.0,8944.0,221110.0
598,Pakistan,Jun/2015,6_month,133.0,165364.0,5.0,45.0,7305.0,121405.0,142.0,39845.0,13.0,86.0,13470.0,234580.0
599,Pakistan,Jun/2015,7_to_12_month,133.0,165364.0,0.0,0.0,0.0,0.0,142.0,39845.0,0.0,0.0,0.0,0.0
600,Pakistan,Jul/2015,same_month,243.0,196065.0,69.0,69.0,139731.0,139731.0,396.0,84371.0,204.0,204.0,192022.0,192022.0
601,Pakistan,Jul/2015,1_month,243.0,196065.0,44.0,89.0,41517.0,181248.0,396.0,84371.0,78.0,225.0,60671.0,252693.0
602,Pakistan,Jul/2015,2_month,243.0,196065.0,27.0,96.0,24350.0,205598.0,396.0,84371.0,57.0,235.0,24862.0,277555.0
603,Pakistan,Jul/2015,3_month,243.0,196065.0,19.0,101.0,17826.0,223424.0,396.0,84371.0,38.0,238.0,16275.0,293830.0
604,Pakistan,Jul/2015,4_month,243.0,196065.0,10.0,104.0,13775.0,237199.0,396.0,84371.0,21.0,241.0,15744.0,309574.0
605,Pakistan,Jul/2015,5_month,243.0,196065.0,15.0,107.0,16900.0,254099.0,396.0,84371.0,30.0,244.0,23312.0,332886.0
606,Pakistan,Jul/2015,6_month,243.0,196065.0,0.0,0.0,0.0,0.0,396.0,84371.0,0.0,0.0,0.0,0.0
607,Pakistan,Jul/2015,7_to_12_month,243.0,196065.0,0.0,0.0,0.0,0.0,396.0,84371.0,0.0,0.0,0.0,0.0
608,Pakistan,Aug/2015,same_month,341.0,282498.0,108.0,108.0,231451.0,231451.0,495.0,178800.0,210.0,210.0,295367.0,295367.0
609,Pakistan,Aug/2015,1_month,341.0,282498.0,54.0,125.0,21231.0,252682.0,495.0,178800.0,96.0,233.0,68638.0,364005.0
610,Pakistan,Aug/2015,2_month,341.0,282498.0,26.0,134.0,12879.0,265561.0,495.0,178800.0,70.0,243.0,43788.0,407793.0
611,Pakistan,Aug/2015,3_month,341.0,282498.0,13.0,137.0,22442.0,288003.0,495.0,178800.0,62.0,250.0,34092.0,441885.0
612,Pakistan,Aug/2015,4_month,341.0,282498.0,14.0,138.0,21223.0,309226.0,495.0,178800.0,39.0,252.0,22343.0,464228.0
613,Pakistan,Aug/2015,5_month,341.0,282498.0,0.0,0.0,0.0,0.0,495.0,178800.0,0.0,0.0,0.0,0.0
614,Pakistan,Aug/2015,6_month,341.0,282498.0,0.0,0.0,0.0,0.0,495.0,178800.0,0.0,0.0,0.0,0.0
615,Pakistan,Aug/2015,7_to_12_month,341.0,282498.0,0.0,0.0,0.0,0.0,495.0,178800.0,0.0,0.0,0.0,0.0
616,Pakistan,Sep/2015,same_month,369.0,210314.0,107.0,107.0,73035.0,73035.0,586.0,95591.0,333.0,333.0,145990.0,145990.0
617,Pakistan,Sep/2015,1_month,369.0,210314.0,96.0,142.0,64088.0,137123.0,586.0,95591.0,153.0,374.0,71635.0,217625.0
618,Pakistan,Sep/2015,2_month,369.0,210314.0,54.0,146.0,34547.0,171670.0,586.0,95591.0,108.0,384.0,36609.0,254234.0
619,Pakistan,Sep/2015,3_month,369.0,210314.0,53.0,151.0,38502.0,210172.0,586.0,95591.0,86.0,390.0,40221.0,294455.0
620,Pakistan,Sep/2015,4_month,369.0,210314.0,0.0,0.0,0.0,0.0,586.0,95591.0,0.0,0.0,0.0,0.0
621,Pakistan,Sep/2015,5_month,369.0,210314.0,0.0,0.0,0.0,0.0,586.0,95591.0,0.0,0.0,0.0,0.0
622,Pakistan,Sep/2015,6_month,369.0,210314.0,0.0,0.0,0.0,0.0,586.0,95591.0,0.0,0.0,0.0,0.0
623,Pakistan,Sep/2015,7_to_12_month,369.0,210314.0,0.0,0.0,0.0,0.0,586.0,95591.0,0.0,0.0,0.0,0.0
624,Pakistan,Oct/2015,same_month,703.0,307146.0,190.0,190.0,182184.0,182184.0,853.0,115134.0,549.0,549.0,301657.0,301657.0
